job_name,status,start_time,end_time,duration_min,sla_limit_min,sla_breached,error_code,run_date
DIVIDEND_PROC,FAILED,2024-06-04 22:10:00,2024-06-04 22:18:00,8,30,False,ABEND S222,2024-06-04
INVEST_RECON_JOB,SUCCESS,2024-07-18 15:48:00,2024-07-18 16:00:00,12,45,False,,2024-07-18
FX_RATE_LOAD,FAILED,2024-12-03 17:43:00,2024-12-03 17:48:00,5,10,False,JCL ERROR,2024-12-03
RISK_CALC_JOB,SUCCESS,2024-03-21 16:03:00,2024-03-21 16:33:00,30,40,False,,2024-03-21
SLA_MONITOR_BATCH,SUCCESS,2024-07-12 19:43:00,2024-07-12 19:53:00,10,15,False,,2024-07-12
PERF_ATTR_JOB,LATE,2024-06-13 01:01:00,2024-06-13 02:28:00,87,45,True,,2024-06-13
PORTF_RPT_DAILY,SUCCESS,2024-07-06 11:51:00,2024-07-06 12:19:00,28,30,False,,2024-07-06
FX_RATE_LOAD,SUCCESS,2024-11-16 10:24:00,2024-11-16 10:29:00,5,10,False,,2024-11-16
POSITION_SYNC,SUCCESS,2024-07-01 13:22:00,2024-07-01 13:27:00,5,20,False,,2024-07-01
NAV_CALC_BATCH,SUCCESS,2024-04-30 20:19:00,2024-04-30 21:01:00,42,50,False,,2024-04-30
CASH_FLOW_EXTRACT,RUNNING,2024-02-03 09:07:00,2024-02-03 09:17:00,10,20,False,,2024-02-03
INVEST_RECON_JOB,SUCCESS,2024-06-15 01:29:00,2024-06-15 02:01:00,32,45,False,,2024-06-15
FX_RATE_LOAD,SUCCESS,2024-08-03 08:01:00,2024-08-03 08:09:00,8,10,False,,2024-08-03
FX_RATE_LOAD,SUCCESS,2024-06-11 12:36:00,2024-06-11 12:44:00,8,10,False,,2024-06-11
TRANS_LOG_PARSER,SUCCESS,2024-09-07 03:44:00,2024-09-07 03:55:00,11,25,False,,2024-09-07
TRANS_LOG_PARSER,SUCCESS,2024-12-07 10:10:00,2024-12-07 10:34:00,24,25,False,,2024-12-07
SLA_MONITOR_BATCH,SUCCESS,2024-08-11 06:31:00,2024-08-11 06:37:00,6,15,False,,2024-08-11
COMPLIANCE_RPT,ABENDED,2024-04-19 09:16:00,2024-04-19 09:18:00,2,55,False,ABEND S0C7,2024-04-19
FX_RATE_LOAD,SUCCESS,2024-04-25 19:47:00,2024-04-25 19:52:00,5,10,False,,2024-04-25
TRADE_SETTLE_CHK,ABENDED,2024-02-18 18:21:00,2024-02-18 18:30:00,9,35,False,RC=8,2024-02-18
FX_RATE_LOAD,ABENDED,2024-08-31 13:13:00,2024-08-31 13:16:00,3,10,False,RC=8,2024-08-31
NAV_CALC_BATCH,ABENDED,2024-09-15 09:27:00,2024-09-15 09:49:00,22,50,False,JCL ERROR,2024-09-15
TRANS_LOG_PARSER,SUCCESS,2024-07-24 08:39:00,2024-07-24 09:00:00,21,25,False,,2024-07-24
RISK_CALC_JOB,FAILED,2024-10-07 05:56:00,2024-10-07 05:57:00,1,40,False,JCL ERROR,2024-10-07
COMPLIANCE_RPT,SUCCESS,2024-09-12 06:42:00,2024-09-12 07:34:00,52,55,False,,2024-09-12
RISK_CALC_JOB,SUCCESS,2024-11-22 17:51:00,2024-11-22 18:23:00,32,40,False,,2024-11-22
EOD_CLOSE_PROC,SUCCESS,2024-11-16 01:33:00,2024-11-16 02:03:00,30,70,False,,2024-11-16
TRANS_LOG_PARSER,SUCCESS,2024-05-03 04:47:00,2024-05-03 05:01:00,14,25,False,,2024-05-03
COMPLIANCE_RPT,SUCCESS,2024-06-12 02:40:00,2024-06-12 02:58:00,18,55,False,,2024-06-12
COMPLIANCE_RPT,SUCCESS,2024-05-26 20:10:00,2024-05-26 20:31:00,21,55,False,,2024-05-26
NAV_CALC_BATCH,SUCCESS,2024-07-26 07:07:00,2024-07-26 07:21:00,14,50,False,,2024-07-26
CLIENT_STMT_GEN,SUCCESS,2024-06-07 14:31:00,2024-06-07 15:11:00,40,60,False,,2024-06-07
POSITION_SYNC,SUCCESS,2024-01-19 06:10:00,2024-01-19 06:19:00,9,20,False,,2024-01-19
INVEST_RECON_JOB,SUCCESS,2024-05-22 21:35:00,2024-05-22 21:51:00,16,45,False,,2024-05-22
NAV_CALC_BATCH,ABENDED,2024-09-05 00:03:00,2024-09-05 00:06:00,3,50,False,ABEND S0C7,2024-09-05
FX_RATE_LOAD,SUCCESS,2024-02-02 13:57:00,2024-02-02 14:04:00,7,10,False,,2024-02-02
NAV_CALC_BATCH,FAILED,2024-02-16 12:53:00,2024-02-16 13:17:00,24,50,False,RC=12,2024-02-16
CLIENT_STMT_GEN,SUCCESS,2024-09-13 03:33:00,2024-09-13 04:20:00,47,60,False,,2024-09-13
COMPLIANCE_RPT,SUCCESS,2024-09-25 08:31:00,2024-09-25 08:41:00,10,55,False,,2024-09-25
CLIENT_STMT_GEN,SUCCESS,2024-06-09 10:53:00,2024-06-09 11:35:00,42,60,False,,2024-06-09
TRADE_SETTLE_CHK,SUCCESS,2024-04-30 13:13:00,2024-04-30 13:22:00,9,35,False,,2024-04-30
CASH_FLOW_EXTRACT,SUCCESS,2024-05-20 14:26:00,2024-05-20 14:35:00,9,20,False,,2024-05-20
COMPLIANCE_RPT,SUCCESS,2024-09-08 17:23:00,2024-09-08 18:12:00,49,55,False,,2024-09-08
CASH_FLOW_EXTRACT,SUCCESS,2024-08-04 15:43:00,2024-08-04 15:51:00,8,20,False,,2024-08-04
SLA_MONITOR_BATCH,ABENDED,2024-03-15 11:30:00,2024-03-15 11:36:00,6,15,False,ABEND S0C7,2024-03-15
COMPLIANCE_RPT,SUCCESS,2024-11-26 19:02:00,2024-11-26 19:54:00,52,55,False,,2024-11-26
NAV_CALC_BATCH,FAILED,2024-01-28 22:58:00,2024-01-28 23:20:00,22,50,False,RC=12,2024-01-28
SLA_MONITOR_BATCH,SUCCESS,2024-06-07 20:44:00,2024-06-07 20:54:00,10,15,False,,2024-06-07
EOD_CLOSE_PROC,ABENDED,2024-03-03 17:55:00,2024-03-03 18:11:00,16,70,False,ABEND S222,2024-03-03
POSITION_SYNC,SUCCESS,2024-07-20 08:19:00,2024-07-20 08:25:00,6,20,False,,2024-07-20
EOD_CLOSE_PROC,ABENDED,2024-04-30 09:13:00,2024-04-30 09:24:00,11,70,False,ABEND S222,2024-04-30
NAV_CALC_BATCH,SUCCESS,2024-11-25 13:50:00,2024-11-25 13:57:00,7,50,False,,2024-11-25
SLA_MONITOR_BATCH,ABENDED,2024-09-08 15:47:00,2024-09-08 15:51:00,4,15,False,ABEND S0C7,2024-09-08
TRADE_SETTLE_CHK,SUCCESS,2024-02-21 05:44:00,2024-02-21 05:57:00,13,35,False,,2024-02-21
DIVIDEND_PROC,SUCCESS,2024-08-03 19:46:00,2024-08-03 20:08:00,22,30,False,,2024-08-03
TRADE_SETTLE_CHK,SUCCESS,2024-12-21 00:48:00,2024-12-21 00:54:00,6,35,False,,2024-12-21
NAV_CALC_BATCH,SUCCESS,2024-11-18 14:50:00,2024-11-18 15:36:00,46,50,False,,2024-11-18
INVEST_RECON_JOB,SUCCESS,2024-04-12 20:19:00,2024-04-12 20:44:00,25,45,False,,2024-04-12
FX_RATE_LOAD,SUCCESS,2024-03-21 07:33:00,2024-03-21 07:39:00,6,10,False,,2024-03-21
COMPLIANCE_RPT,SUCCESS,2024-07-29 10:28:00,2024-07-29 11:03:00,35,55,False,,2024-07-29
COMPLIANCE_RPT,FAILED,2024-05-13 05:43:00,2024-05-13 06:02:00,19,55,False,ABEND S0C7,2024-05-13
PERF_ATTR_JOB,SUCCESS,2024-02-13 13:23:00,2024-02-13 13:39:00,16,45,False,,2024-02-13
POSITION_SYNC,ABENDED,2024-10-19 07:01:00,2024-10-19 07:02:00,1,20,False,JCL ERROR,2024-10-19
NAV_CALC_BATCH,SUCCESS,2024-04-27 02:29:00,2024-04-27 02:46:00,17,50,False,,2024-04-27
SLA_MONITOR_BATCH,FAILED,2024-03-27 01:25:00,2024-03-27 01:30:00,5,15,False,ABEND S222,2024-03-27
FX_RATE_LOAD,SUCCESS,2024-02-15 11:10:00,2024-02-15 11:19:00,9,10,False,,2024-02-15
CASH_FLOW_EXTRACT,SUCCESS,2024-09-26 13:49:00,2024-09-26 14:08:00,19,20,False,,2024-09-26
EOD_CLOSE_PROC,SUCCESS,2024-12-10 15:07:00,2024-12-10 15:40:00,33,70,False,,2024-12-10
TRADE_SETTLE_CHK,SUCCESS,2024-05-16 09:47:00,2024-05-16 10:07:00,20,35,False,,2024-05-16
POSITION_SYNC,SUCCESS,2024-04-15 19:13:00,2024-04-15 19:31:00,18,20,False,,2024-04-15
SLA_MONITOR_BATCH,FAILED,2024-04-06 13:11:00,2024-04-06 13:15:00,4,15,False,RC=12,2024-04-06
PORTF_RPT_DAILY,SUCCESS,2024-05-14 07:39:00,2024-05-14 07:58:00,19,30,False,,2024-05-14
EOD_CLOSE_PROC,SUCCESS,2024-10-25 21:41:00,2024-10-25 22:44:00,63,70,False,,2024-10-25
CASH_FLOW_EXTRACT,SUCCESS,2024-03-09 10:44:00,2024-03-09 10:55:00,11,20,False,,2024-03-09
NAV_CALC_BATCH,SUCCESS,2024-07-15 22:27:00,2024-07-15 23:10:00,43,50,False,,2024-07-15
SLA_MONITOR_BATCH,SUCCESS,2024-10-12 01:03:00,2024-10-12 01:13:00,10,15,False,,2024-10-12
EOD_CLOSE_PROC,SUCCESS,2024-06-30 19:42:00,2024-06-30 19:52:00,10,70,False,,2024-06-30
PORTF_RPT_DAILY,SUCCESS,2024-11-13 12:19:00,2024-11-13 12:36:00,17,30,False,,2024-11-13
NAV_CALC_BATCH,SUCCESS,2024-10-13 01:37:00,2024-10-13 01:53:00,16,50,False,,2024-10-13
SLA_MONITOR_BATCH,SUCCESS,2024-09-09 10:56:00,2024-09-09 11:08:00,12,15,False,,2024-09-09
INVEST_RECON_JOB,SUCCESS,2024-12-29 16:27:00,2024-12-29 16:41:00,14,45,False,,2024-12-29
SLA_MONITOR_BATCH,SUCCESS,2024-01-23 04:31:00,2024-01-23 04:40:00,9,15,False,,2024-01-23
TRADE_SETTLE_CHK,SUCCESS,2024-08-08 09:57:00,2024-08-08 10:30:00,33,35,False,,2024-08-08
SLA_MONITOR_BATCH,SUCCESS,2024-05-15 16:20:00,2024-05-15 16:31:00,11,15,False,,2024-05-15
EOD_CLOSE_PROC,SUCCESS,2024-09-08 04:35:00,2024-09-08 05:36:00,61,70,False,,2024-09-08
PORTF_RPT_DAILY,SUCCESS,2024-01-28 07:11:00,2024-01-28 07:17:00,6,30,False,,2024-01-28
RISK_CALC_JOB,SUCCESS,2024-12-27 14:27:00,2024-12-27 14:39:00,12,40,False,,2024-12-27
EOD_CLOSE_PROC,RUNNING,2024-01-21 14:22:00,2024-01-21 15:29:00,67,70,False,,2024-01-21
RISK_CALC_JOB,SUCCESS,2024-03-16 03:22:00,2024-03-16 03:32:00,10,40,False,,2024-03-16
CLIENT_STMT_GEN,ABENDED,2024-04-02 05:47:00,2024-04-02 06:04:00,17,60,False,ABEND S0C7,2024-04-02
FX_RATE_LOAD,RUNNING,2024-10-26 06:37:00,2024-10-26 06:42:00,5,10,False,,2024-10-26
DIVIDEND_PROC,FAILED,2024-04-02 13:58:00,2024-04-02 14:00:00,2,30,False,RC=12,2024-04-02
PERF_ATTR_JOB,SUCCESS,2024-02-18 10:01:00,2024-02-18 10:24:00,23,45,False,,2024-02-18
NAV_CALC_BATCH,LATE,2024-03-03 12:23:00,2024-03-03 13:55:00,92,50,True,,2024-03-03
EOD_CLOSE_PROC,LATE,2024-06-14 04:01:00,2024-06-14 05:21:00,80,70,True,,2024-06-14
RISK_CALC_JOB,ABENDED,2024-12-03 15:29:00,2024-12-03 15:38:00,9,40,False,JCL ERROR,2024-12-03
NAV_CALC_BATCH,SUCCESS,2024-01-23 20:39:00,2024-01-23 21:12:00,33,50,False,,2024-01-23
TRANS_LOG_PARSER,LATE,2024-10-18 04:13:00,2024-10-18 05:38:00,85,25,True,,2024-10-18
PORTF_RPT_DAILY,ABENDED,2024-05-24 10:51:00,2024-05-24 10:52:00,1,30,False,RC=8,2024-05-24
DIVIDEND_PROC,LATE,2024-07-14 02:25:00,2024-07-14 03:16:00,51,30,True,,2024-07-14
INVEST_RECON_JOB,SUCCESS,2024-07-23 02:01:00,2024-07-23 02:19:00,18,45,False,,2024-07-23
INVEST_RECON_JOB,SUCCESS,2024-07-25 09:41:00,2024-07-25 09:55:00,14,45,False,,2024-07-25
CASH_FLOW_EXTRACT,SUCCESS,2024-08-09 23:51:00,2024-08-10 00:10:00,19,20,False,,2024-08-09
SLA_MONITOR_BATCH,RUNNING,2024-11-04 04:22:00,2024-11-04 04:28:00,6,15,False,,2024-11-04
COMPLIANCE_RPT,SUCCESS,2024-04-12 15:28:00,2024-04-12 15:57:00,29,55,False,,2024-04-12
RISK_CALC_JOB,SUCCESS,2024-11-03 13:05:00,2024-11-03 13:37:00,32,40,False,,2024-11-03
PERF_ATTR_JOB,SUCCESS,2024-04-05 13:40:00,2024-04-05 14:12:00,32,45,False,,2024-04-05
CASH_FLOW_EXTRACT,SUCCESS,2024-06-23 14:43:00,2024-06-23 14:51:00,8,20,False,,2024-06-23
NAV_CALC_BATCH,FAILED,2024-03-20 15:33:00,2024-03-20 15:54:00,21,50,False,JCL ERROR,2024-03-20
CASH_FLOW_EXTRACT,SUCCESS,2024-08-11 02:58:00,2024-08-11 03:15:00,17,20,False,,2024-08-11
RISK_CALC_JOB,SUCCESS,2024-03-06 21:57:00,2024-03-06 22:21:00,24,40,False,,2024-03-06
COMPLIANCE_RPT,SUCCESS,2024-08-06 09:36:00,2024-08-06 09:44:00,8,55,False,,2024-08-06
DIVIDEND_PROC,SUCCESS,2024-01-24 16:06:00,2024-01-24 16:27:00,21,30,False,,2024-01-24
POSITION_SYNC,SUCCESS,2024-08-25 21:46:00,2024-08-25 22:00:00,14,20,False,,2024-08-25
COMPLIANCE_RPT,SUCCESS,2024-05-10 18:05:00,2024-05-10 18:59:00,54,55,False,,2024-05-10
DIVIDEND_PROC,SUCCESS,2024-12-04 14:11:00,2024-12-04 14:21:00,10,30,False,,2024-12-04
COMPLIANCE_RPT,SUCCESS,2024-02-12 13:56:00,2024-02-12 14:46:00,50,55,False,,2024-02-12
SLA_MONITOR_BATCH,SUCCESS,2024-08-20 21:28:00,2024-08-20 21:42:00,14,15,False,,2024-08-20
PERF_ATTR_JOB,SUCCESS,2024-04-05 06:11:00,2024-04-05 06:21:00,10,45,False,,2024-04-05
TRADE_SETTLE_CHK,LATE,2024-05-12 21:06:00,2024-05-12 22:13:00,67,35,True,,2024-05-12
DIVIDEND_PROC,SUCCESS,2024-07-21 03:00:00,2024-07-21 03:10:00,10,30,False,,2024-07-21
NAV_CALC_BATCH,SUCCESS,2024-12-20 12:55:00,2024-12-20 13:42:00,47,50,False,,2024-12-20
TRADE_SETTLE_CHK,SUCCESS,2024-09-06 09:39:00,2024-09-06 10:10:00,31,35,False,,2024-09-06
FX_RATE_LOAD,SUCCESS,2024-12-10 22:43:00,2024-12-10 22:51:00,8,10,False,,2024-12-10
PERF_ATTR_JOB,SUCCESS,2024-03-05 04:00:00,2024-03-05 04:17:00,17,45,False,,2024-03-05
CASH_FLOW_EXTRACT,ABENDED,2024-12-22 06:54:00,2024-12-22 06:55:00,1,20,False,RC=12,2024-12-22
RISK_CALC_JOB,SUCCESS,2024-11-28 07:27:00,2024-11-28 08:06:00,39,40,False,,2024-11-28
CLIENT_STMT_GEN,SUCCESS,2024-08-25 04:30:00,2024-08-25 05:02:00,32,60,False,,2024-08-25
PORTF_RPT_DAILY,SUCCESS,2024-03-19 23:44:00,2024-03-20 00:03:00,19,30,False,,2024-03-19
RISK_CALC_JOB,SUCCESS,2024-08-18 18:15:00,2024-08-18 18:32:00,17,40,False,,2024-08-18
SLA_MONITOR_BATCH,SUCCESS,2024-07-19 01:21:00,2024-07-19 01:26:00,5,15,False,,2024-07-19
CASH_FLOW_EXTRACT,SUCCESS,2024-08-09 13:54:00,2024-08-09 14:06:00,12,20,False,,2024-08-09
TRADE_SETTLE_CHK,SUCCESS,2024-10-10 09:02:00,2024-10-10 09:22:00,20,35,False,,2024-10-10
POSITION_SYNC,SUCCESS,2024-10-29 23:39:00,2024-10-29 23:58:00,19,20,False,,2024-10-29
NAV_CALC_BATCH,RUNNING,2024-09-06 07:45:00,2024-09-06 07:53:00,8,50,False,,2024-09-06
DIVIDEND_PROC,SUCCESS,2024-10-22 10:35:00,2024-10-22 10:42:00,7,30,False,,2024-10-22
SLA_MONITOR_BATCH,RUNNING,2024-08-01 15:07:00,2024-08-01 15:19:00,12,15,False,,2024-08-01
FX_RATE_LOAD,LATE,2024-06-26 14:44:00,2024-06-26 15:26:00,42,10,True,,2024-06-26
PORTF_RPT_DAILY,SUCCESS,2024-04-08 15:22:00,2024-04-08 15:41:00,19,30,False,,2024-04-08
CLIENT_STMT_GEN,SUCCESS,2024-10-27 21:21:00,2024-10-27 22:04:00,43,60,False,,2024-10-27
COMPLIANCE_RPT,ABENDED,2024-12-02 14:08:00,2024-12-02 14:18:00,10,55,False,ABEND S222,2024-12-02
POSITION_SYNC,ABENDED,2024-12-10 20:47:00,2024-12-10 20:53:00,6,20,False,ABEND S222,2024-12-10
PERF_ATTR_JOB,LATE,2024-03-23 19:13:00,2024-03-23 20:21:00,68,45,True,,2024-03-23
TRADE_SETTLE_CHK,FAILED,2024-12-07 15:08:00,2024-12-07 15:14:00,6,35,False,RC=12,2024-12-07
INVEST_RECON_JOB,SUCCESS,2024-02-21 13:31:00,2024-02-21 13:55:00,24,45,False,,2024-02-21
CLIENT_STMT_GEN,SUCCESS,2024-01-25 00:22:00,2024-01-25 00:43:00,21,60,False,,2024-01-25
TRANS_LOG_PARSER,FAILED,2024-03-30 16:02:00,2024-03-30 16:04:00,2,25,False,ABEND S0C7,2024-03-30
POSITION_SYNC,SUCCESS,2024-04-26 03:35:00,2024-04-26 03:43:00,8,20,False,,2024-04-26
RISK_CALC_JOB,SUCCESS,2024-06-23 11:49:00,2024-06-23 11:56:00,7,40,False,,2024-06-23
PERF_ATTR_JOB,ABENDED,2024-05-16 04:54:00,2024-05-16 05:11:00,17,45,False,JCL ERROR,2024-05-16
NAV_CALC_BATCH,SUCCESS,2024-01-26 14:51:00,2024-01-26 15:25:00,34,50,False,,2024-01-26
COMPLIANCE_RPT,FAILED,2024-02-24 19:39:00,2024-02-24 20:05:00,26,55,False,RC=8,2024-02-24
COMPLIANCE_RPT,SUCCESS,2024-09-16 03:10:00,2024-09-16 03:55:00,45,55,False,,2024-09-16
CASH_FLOW_EXTRACT,ABENDED,2024-07-04 05:46:00,2024-07-04 05:51:00,5,20,False,ABEND S222,2024-07-04
PERF_ATTR_JOB,SUCCESS,2024-02-20 04:41:00,2024-02-20 05:09:00,28,45,False,,2024-02-20
TRANS_LOG_PARSER,ABENDED,2024-03-03 06:28:00,2024-03-03 06:35:00,7,25,False,RC=8,2024-03-03
CLIENT_STMT_GEN,ABENDED,2024-08-30 10:18:00,2024-08-30 10:35:00,17,60,False,RC=12,2024-08-30
CASH_FLOW_EXTRACT,SUCCESS,2024-07-31 11:40:00,2024-07-31 11:55:00,15,20,False,,2024-07-31
CLIENT_STMT_GEN,SUCCESS,2024-09-28 13:50:00,2024-09-28 14:09:00,19,60,False,,2024-09-28
INVEST_RECON_JOB,ABENDED,2024-07-30 13:57:00,2024-07-30 14:12:00,15,45,False,JCL ERROR,2024-07-30
PERF_ATTR_JOB,FAILED,2024-01-16 14:09:00,2024-01-16 14:10:00,1,45,False,JCL ERROR,2024-01-16
CASH_FLOW_EXTRACT,SUCCESS,2024-06-10 12:49:00,2024-06-10 12:56:00,7,20,False,,2024-06-10
POSITION_SYNC,SUCCESS,2024-01-19 21:59:00,2024-01-19 22:14:00,15,20,False,,2024-01-19
INVEST_RECON_JOB,RUNNING,2024-01-30 20:45:00,2024-01-30 21:23:00,38,45,False,,2024-01-30
SLA_MONITOR_BATCH,SUCCESS,2024-12-14 22:35:00,2024-12-14 22:44:00,9,15,False,,2024-12-14
TRADE_SETTLE_CHK,FAILED,2024-06-25 00:52:00,2024-06-25 01:01:00,9,35,False,JCL ERROR,2024-06-25
FX_RATE_LOAD,RUNNING,2024-12-24 12:28:00,2024-12-24 12:34:00,6,10,False,,2024-12-24
EOD_CLOSE_PROC,SUCCESS,2024-11-12 20:28:00,2024-11-12 21:17:00,49,70,False,,2024-11-12
EOD_CLOSE_PROC,ABENDED,2024-11-28 12:49:00,2024-11-28 13:02:00,13,70,False,ABEND S0C7,2024-11-28
CASH_FLOW_EXTRACT,SUCCESS,2024-06-20 12:46:00,2024-06-20 13:02:00,16,20,False,,2024-06-20
TRADE_SETTLE_CHK,ABENDED,2024-09-23 17:18:00,2024-09-23 17:25:00,7,35,False,RC=8,2024-09-23
DIVIDEND_PROC,SUCCESS,2024-09-23 10:48:00,2024-09-23 11:13:00,25,30,False,,2024-09-23
INVEST_RECON_JOB,SUCCESS,2024-10-03 18:16:00,2024-10-03 18:36:00,20,45,False,,2024-10-03
COMPLIANCE_RPT,FAILED,2024-08-04 16:07:00,2024-08-04 16:31:00,24,55,False,RC=8,2024-08-04
COMPLIANCE_RPT,SUCCESS,2024-11-17 16:22:00,2024-11-17 16:34:00,12,55,False,,2024-11-17
PORTF_RPT_DAILY,FAILED,2024-03-04 14:19:00,2024-03-04 14:29:00,10,30,False,RC=8,2024-03-04
RISK_CALC_JOB,SUCCESS,2024-04-30 23:37:00,2024-05-01 00:16:00,39,40,False,,2024-04-30
COMPLIANCE_RPT,SUCCESS,2024-06-28 09:18:00,2024-06-28 10:05:00,47,55,False,,2024-06-28
PERF_ATTR_JOB,ABENDED,2024-10-20 21:08:00,2024-10-20 21:21:00,13,45,False,JCL ERROR,2024-10-20
TRADE_SETTLE_CHK,SUCCESS,2024-06-16 16:37:00,2024-06-16 16:48:00,11,35,False,,2024-06-16
COMPLIANCE_RPT,FAILED,2024-08-20 03:09:00,2024-08-20 03:32:00,23,55,False,ABEND S222,2024-08-20
COMPLIANCE_RPT,SUCCESS,2024-02-17 01:27:00,2024-02-17 01:40:00,13,55,False,,2024-02-17
RISK_CALC_JOB,SUCCESS,2024-02-09 11:43:00,2024-02-09 12:21:00,38,40,False,,2024-02-09
POSITION_SYNC,SUCCESS,2024-09-22 12:55:00,2024-09-22 13:04:00,9,20,False,,2024-09-22
FX_RATE_LOAD,SUCCESS,2024-08-04 14:44:00,2024-08-04 14:52:00,8,10,False,,2024-08-04
TRADE_SETTLE_CHK,LATE,2024-03-24 04:32:00,2024-03-24 05:20:00,48,35,True,,2024-03-24
RISK_CALC_JOB,FAILED,2024-03-07 22:32:00,2024-03-07 22:49:00,17,40,False,RC=8,2024-03-07
TRADE_SETTLE_CHK,SUCCESS,2024-08-30 01:47:00,2024-08-30 01:57:00,10,35,False,,2024-08-30
DIVIDEND_PROC,SUCCESS,2024-03-01 19:54:00,2024-03-01 20:12:00,18,30,False,,2024-03-01
CASH_FLOW_EXTRACT,SUCCESS,2024-10-19 09:02:00,2024-10-19 09:15:00,13,20,False,,2024-10-19
INVEST_RECON_JOB,SUCCESS,2024-06-05 11:19:00,2024-06-05 11:42:00,23,45,False,,2024-06-05
RISK_CALC_JOB,SUCCESS,2024-03-14 04:50:00,2024-03-14 05:21:00,31,40,False,,2024-03-14
PORTF_RPT_DAILY,LATE,2024-06-05 09:13:00,2024-06-05 09:59:00,46,30,True,,2024-06-05
COMPLIANCE_RPT,FAILED,2024-01-02 03:35:00,2024-01-02 03:47:00,12,55,False,RC=8,2024-01-02
COMPLIANCE_RPT,SUCCESS,2024-09-03 18:19:00,2024-09-03 19:00:00,41,55,False,,2024-09-03
RISK_CALC_JOB,RUNNING,2024-07-12 15:53:00,2024-07-12 16:06:00,13,40,False,,2024-07-12
PERF_ATTR_JOB,SUCCESS,2024-11-21 14:48:00,2024-11-21 15:21:00,33,45,False,,2024-11-21
NAV_CALC_BATCH,SUCCESS,2024-06-15 02:51:00,2024-06-15 03:35:00,44,50,False,,2024-06-15
NAV_CALC_BATCH,SUCCESS,2024-07-17 07:57:00,2024-07-17 08:27:00,30,50,False,,2024-07-17
TRANS_LOG_PARSER,SUCCESS,2024-12-09 14:47:00,2024-12-09 15:00:00,13,25,False,,2024-12-09
NAV_CALC_BATCH,SUCCESS,2024-03-25 22:01:00,2024-03-25 22:42:00,41,50,False,,2024-03-25
NAV_CALC_BATCH,FAILED,2024-12-28 09:35:00,2024-12-28 09:56:00,21,50,False,RC=8,2024-12-28
NAV_CALC_BATCH,SUCCESS,2024-04-08 19:34:00,2024-04-08 20:15:00,41,50,False,,2024-04-08
PERF_ATTR_JOB,SUCCESS,2024-10-18 16:12:00,2024-10-18 16:47:00,35,45,False,,2024-10-18
DIVIDEND_PROC,RUNNING,2024-03-02 21:59:00,2024-03-02 22:21:00,22,30,False,,2024-03-02
INVEST_RECON_JOB,LATE,2024-05-20 06:15:00,2024-05-20 07:58:00,103,45,True,,2024-05-20
TRADE_SETTLE_CHK,ABENDED,2024-10-23 14:05:00,2024-10-23 14:16:00,11,35,False,ABEND S222,2024-10-23
FX_RATE_LOAD,SUCCESS,2024-01-12 10:27:00,2024-01-12 10:33:00,6,10,False,,2024-01-12
POSITION_SYNC,SUCCESS,2024-09-27 10:24:00,2024-09-27 10:33:00,9,20,False,,2024-09-27
CASH_FLOW_EXTRACT,SUCCESS,2024-02-20 17:10:00,2024-02-20 17:19:00,9,20,False,,2024-02-20
INVEST_RECON_JOB,SUCCESS,2024-02-15 04:19:00,2024-02-15 04:50:00,31,45,False,,2024-02-15
NAV_CALC_BATCH,SUCCESS,2024-11-10 10:11:00,2024-11-10 10:17:00,6,50,False,,2024-11-10
TRADE_SETTLE_CHK,SUCCESS,2024-07-18 03:20:00,2024-07-18 03:29:00,9,35,False,,2024-07-18
POSITION_SYNC,RUNNING,2024-05-12 12:52:00,2024-05-12 13:11:00,19,20,False,,2024-05-12
CASH_FLOW_EXTRACT,SUCCESS,2024-05-02 19:37:00,2024-05-02 19:45:00,8,20,False,,2024-05-02
RISK_CALC_JOB,SUCCESS,2024-09-15 12:07:00,2024-09-15 12:29:00,22,40,False,,2024-09-15
PORTF_RPT_DAILY,SUCCESS,2024-10-10 13:04:00,2024-10-10 13:24:00,20,30,False,,2024-10-10
PORTF_RPT_DAILY,SUCCESS,2024-04-29 00:17:00,2024-04-29 00:39:00,22,30,False,,2024-04-29
FX_RATE_LOAD,FAILED,2024-05-06 17:41:00,2024-05-06 17:43:00,2,10,False,ABEND S0C7,2024-05-06
FX_RATE_LOAD,SUCCESS,2024-02-12 20:32:00,2024-02-12 20:38:00,6,10,False,,2024-02-12
PERF_ATTR_JOB,LATE,2024-07-10 17:10:00,2024-07-10 18:50:00,100,45,True,,2024-07-10
CLIENT_STMT_GEN,SUCCESS,2024-08-04 17:28:00,2024-08-04 17:35:00,7,60,False,,2024-08-04
PORTF_RPT_DAILY,ABENDED,2024-11-13 09:41:00,2024-11-13 09:44:00,3,30,False,RC=8,2024-11-13
PORTF_RPT_DAILY,LATE,2024-09-03 08:38:00,2024-09-03 09:29:00,51,30,True,,2024-09-03
COMPLIANCE_RPT,FAILED,2024-06-28 20:13:00,2024-06-28 20:32:00,19,55,False,JCL ERROR,2024-06-28
SLA_MONITOR_BATCH,SUCCESS,2024-09-30 18:04:00,2024-09-30 18:13:00,9,15,False,,2024-09-30
CASH_FLOW_EXTRACT,SUCCESS,2024-03-03 04:46:00,2024-03-03 04:59:00,13,20,False,,2024-03-03
SLA_MONITOR_BATCH,ABENDED,2024-04-17 19:32:00,2024-04-17 19:39:00,7,15,False,ABEND S0C7,2024-04-17
